0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.98520,0.00000,0.01480,0.00000
0.00000,0.00000,0.00000,1.00000
0.91795,0.00000,0.08205,0.00000
0.92692,0.00000,0.07308,0.00000
0.00000,0.00000,0.00000,1.00000
0.85442,0.00000,0.14558,0.00000
0.00000,1.00000,0.00000,0.00000
0.90350,0.00000,0.09650,0.00000
0.78666,0.00000,0.21334,0.00000
0.00000,0.00000,0.00000,1.00000
0.77231,0.00000,0.22769,0.00000
0.00000,0.00000,0.00000,1.00000
0.64858,0.00000,0.35142,0.00000
0.51963,0.00000,0.48037,0.00000
0.00000,0.00000,0.00000,1.00000
0.83520,0.00000,0.16480,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.43386,0.00000,0.56614,0.00000
0.78758,0.00000,0.21242,0.00000
0.84741,0.00000,0.15259,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.69316,0.00000,0.30684,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.73795,0.00000,0.26205,0.00000
0.00000,1.00000,0.00000,0.00000
0.00000,0.00000,0.00000,1.00000
0.69290,0.00000,0.30710,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.67940,0.00000,0.32060,0.00000
0.94634,0.00000,0.05366,0.00000
0.76993,0.00000,0.23007,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.62603,0.00000,0.37397,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.76875,0.00000,0.23125,0.00000
0.86251,0.00000,0.13749,0.00000
0.67545,0.00000,0.32455,0.00000
0.76072,0.00000,0.23928,0.00000
0.84132,0.00000,0.15868,0.00000
0.72146,0.00000,0.27854,0.00000
0.85827,0.00000,0.14173,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.66195,0.00000,0.33805,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.00000,1.00000,0.00000,0.00000
0.00000,1.00000,0.00000,0.00000
0.86259,0.00000,0.13741,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.87962,0.00000,0.12038,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.87439,0.00000,0.12561,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.65159,0.00000,0.34841,0.00000
0.00000,1.00000,0.00000,0.00000
0.63778,0.00000,0.36222,0.00000
0.85581,0.00000,0.14419,0.00000
0.00000,1.00000,0.00000,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.78641,0.00000,0.21359,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.59628,0.00000,0.40372,0.00000
0.00000,0.00000,0.00000,1.00000
0.66246,0.00000,0.33754,0.00000
0.90116,0.00000,0.09884,0.00000
0.00000,0.00000,0.00000,1.00000
0.84196,0.00000,0.15804,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.77413,0.00000,0.22587,0.00000
0.00000,0.00000,0.00000,1.00000
0.90458,0.00000,0.09542,0.00000
0.00000,1.00000,0.00000,0.00000
0.83675,0.00000,0.16325,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.40401,0.00000,0.59599,0.00000
0.73761,0.00000,0.26239,0.00000
0.00000,0.00000,0.00000,1.00000
0.51424,0.00000,0.48575,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.80310,0.00000,0.19690,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.73721,0.00000,0.26279,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.99999,0.00001,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.00000,0.00000,0.00000,0.99999
0.00000,0.00000,0.00000,1.00000
0.66191,0.00000,0.33809,0.00000
0.75339,0.00000,0.24661,0.00000
0.00000,1.00000,0.00000,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.91853,0.00000,0.08147,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,1.00000,0.00000,0.00000
0.80654,0.00000,0.19346,0.00000
0.60297,0.00000,0.39703,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.88343,0.00000,0.11657,0.00000
0.83180,0.00000,0.16820,0.00000
0.80261,0.00000,0.19739,0.00000
0.85986,0.00000,0.14014,0.00000
0.69296,0.00000,0.30704,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.79856,0.00000,0.20144,0.00000
0.70610,0.00000,0.29389,0.00001
0.81103,0.00000,0.18897,0.00000
0.00000,1.00000,0.00000,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.63846,0.00000,0.36154,0.00000
0.00000,0.00000,0.00000,1.00000
0.71269,0.00000,0.28731,0.00000
0.80238,0.00000,0.19762,0.00000
0.00000,0.00000,0.00000,1.00000
0.58317,0.00000,0.41683,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.81070,0.00000,0.18930,0.00000
0.64902,0.00000,0.35098,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.65838,0.00000,0.34162,0.00000
0.87502,0.00000,0.12498,0.00000
0.00000,0.99987,0.00000,0.00013
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.63131,0.00000,0.36869,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.85751,0.00000,0.14249,0.00000
0.00000,0.00000,0.00000,1.00000
0.87408,0.00000,0.12592,0.00000
0.00000,0.00000,0.00000,1.00000
0.00000,0.00000,0.00000,1.00000
0.81243,0.00000,0.18756,0.00000
